Lot_ID,Part_ID,Value_0h_uA,Value_24h_uA,Value_96h_uA,Value_168h_uA,Lot_Mean_uA,Lot_Sigma_uA,Dynamic_Z_0h,Dynamic_Z_24h,Dynamic_Z_96h,Dynamic_Z_168h,Slope_0_24_uA_per_h,Slope_24_168_uA_per_h,Static_Limit_Fail,Latent_Defect_Label
LOT-010,L010-P054,11.1084,11.2118,11.4029,11.557,10.8715,0.5992,0.3954,0.5679,0.8868,1.144,0.004308,0.002397,0,0
LOT-010,L010-P055,11.7505,11.9736,12.1728,12.1869,10.8715,0.5992,1.467,1.8393,2.1717,2.1953,0.009296,0.001481,0,0
LOT-010,L010-P056,10.297,10.3688,10.4604,10.7017,10.8715,0.5992,-0.9588,-0.839,-0.6861,-0.2834,0.002992,0.002312,0,0
LOT-010,L010-P057,11.1694,11.3259,11.6052,11.7309,10.8715,0.5992,0.4972,0.7583,1.2245,1.4342,0.006521,0.002812,0,0
LOT-010,L010-P058,11.2656,11.4401,11.5714,11.8772,10.8715,0.5992,0.6577,0.9489,1.1681,1.6784,0.007271,0.003035,0,0
LOT-010,L010-P059,10.528,10.6858,11.0717,11.2363,10.8715,0.5992,-0.5733,-0.3099,0.3341,0.6088,0.006575,0.003823,0,0
LOT-010,L010-P060,11.0802,11.1884,11.3896,11.6971,10.8715,0.5992,0.3483,0.5289,0.8647,1.3778,0.004508,0.003533,0,0
LOT-010,L010-P061,12.0536,12.2668,12.6202,12.9669,10.8715,0.5992,1.9728,2.3286,2.9184,3.497,0.008883,0.004862,0,0
LOT-010,L010-P062,10.8397,10.9756,11.2424,11.5369,10.8715,0.5992,-0.0531,0.1737,0.619,1.1105,0.005662,0.003898,0,0
LOT-010,L010-P063,11.5249,11.8009,11.9418,12.2212,10.8715,0.5992,1.0905,1.5511,1.7862,2.2525,0.0115,0.002919,0,0
LOT-010,L010-P064,11.0013,11.1571,11.3852,11.6618,10.8715,0.5992,0.2166,0.4766,0.8573,1.3189,0.006492,0.003505,0,0
LOT-010,L010-P065,9.8395,9.8648,10.2217,10.3444,10.8715,0.5992,-1.7223,-1.6801,-1.0844,-0.8797,0.001054,0.003331,0,0
LOT-010,L010-P066,11.0933,11.3201,11.56,11.7543,10.8715,0.5992,0.3702,0.7487,1.149,1.4733,0.00945,0.003015,0,0
LOT-010,L010-P067,11.011,11.2487,11.4028,11.6901,10.8715,0.5992,0.2328,0.6295,0.8867,1.3662,0.009904,0.003065,0,0
LOT-010,L010-P068,10.8239,10.9799,11.1293,11.3653,10.8715,0.5992,-0.0794,0.1809,0.4302,0.8241,0.0065,0.002676,0,0
LOT-010,L010-P069,11.2905,11.3731,11.786,11.8253,10.8715,0.5992,0.6993,0.8371,1.5262,1.5918,0.003442,0.00314,0,0
LOT-010,L010-P070,11.346,11.4803,11.8156,11.8927,10.8715,0.5992,0.7919,1.016,1.5756,1.7043,0.005596,0.002864,0,0
LOT-010,L010-P071,10.8751,11.1238,11.3343,11.5663,10.8715,0.5992,0.006,0.4211,0.7724,1.1595,0.010362,0.003073,0,0
LOT-010,L010-P072,10.5141,10.6702,11.0011,11.1426,10.8715,0.5992,-0.5965,-0.3359,0.2163,0.4524,0.006504,0.003281,0,0
LOT-010,L010-P073,10.7192,10.8462,11.099,11.3094,10.8715,0.5992,-0.2542,-0.0422,0.3797,0.7308,0.005292,0.003217,0,0
LOT-010,L010-P074,10.5321,10.7786,11.0496,11.1511,10.8715,0.5992,-0.5664,-0.155,0.2972,0.4666,0.010271,0.002587,0,0
LOT-010,L010-P075,11.6073,11.7863,12.214,12.3679,10.8715,0.5992,1.228,1.5267,2.2405,2.4973,0.007458,0.004039,0,0
LOT-010,L010-P076,10.5961,10.6897,10.8783,11.098,10.8715,0.5992,-0.4596,-0.3034,0.0113,0.378,0.0039,0.002835,0,0
LOT-010,L010-P077,10.9571,11.1379,11.5224,11.7116,10.8715,0.5992,0.1429,0.4446,1.0863,1.402,0.007533,0.003984,0,0
LOT-010,L010-P078,11.1242,11.409,11.6374,11.9312,10.8715,0.5992,0.4217,0.897,1.2782,1.7685,0.011867,0.003626,0,0
LOT-010,L010-P079,10.1741,10.5006,10.6773,10.8103,10.8715,0.5992,-1.1639,-0.619,-0.3241,-0.1021,0.013604,0.002151,0,0
LOT-010,L010-P080,10.9121,10.9306,11.3247,11.4735,10.8715,0.5992,0.0678,0.0986,0.7563,1.0047,0.000771,0.00377,0,0
LOT-010,L010-P081,10.1697,10.5316,10.7577,10.9585,10.8715,0.5992,-1.1712,-0.5673,-0.1899,0.1452,0.015079,0.002965,0,0
LOT-010,L010-P082,10.5997,10.9178,11.079,11.3562,10.8715,0.5992,-0.4536,0.0773,0.3463,0.8089,0.013254,0.003044,0,0
LOT-010,L010-P083,10.059,10.2721,10.5861,10.6545,10.8715,0.5992,-1.356,-1.0003,-0.4763,-0.3621,0.008879,0.002656,0,0
LOT-010,L010-P084,9.9458,10.0826,10.3713,10.655,10.8715,0.5992,-1.5449,-1.3166,-0.8348,-0.3613,0.0057,0.003975,0,0
LOT-010,L010-P085,10.0045,10.1798,10.2833,10.6148,10.8715,0.5992,-1.4469,-1.1544,-0.9816,-0.4284,0.007304,0.003021,0,0
LOT-010,L010-P086,9.6627,9.6161,9.9475,10.1604,10.8715,0.5992,-2.0174,-2.0951,-1.5421,-1.1867,-0.001942,0.00378,0,0
LOT-010,L010-P087,11.9192,12.068,12.2946,12.7585,10.8715,0.5992,1.7485,1.9968,2.375,3.1492,0.0062,0.004795,0,0
LOT-010,L010-P088,9.9028,10.0644,10.2896,10.5522,10.8715,0.5992,-1.6167,-1.347,-0.9711,-0.5329,0.006733,0.003387,0,0
LOT-010,L010-P089,12.1991,12.4236,12.5661,12.7786,10.8715,0.5992,2.2156,2.5903,2.8281,3.1827,0.009354,0.002465,0,0
LOT-010,L010-P090,11.019,11.1348,11.533,11.7046,10.8715,0.5992,0.2462,0.4394,1.104,1.3904,0.004825,0.003957,0,0
LOT-010,L010-P091,10.6777,10.765,11.0348,11.2748,10.8715,0.5992,-0.3234,-0.1777,0.2725,0.6731,0.003638,0.00354,0,0
LOT-010,L010-P092,10.3585,10.5413,10.8566,10.8934,10.8715,0.5992,-0.8561,-0.5511,-0.0249,0.0365,0.007617,0.002445,0,0
LOT-010,L010-P093,10.1177,10.3562,10.6993,10.9725,10.8715,0.5992,-1.258,-0.86,-0.2874,0.1686,0.009938,0.00428,0,0
LOT-010,L010-P094,11.3877,11.5878,11.8146,11.957,10.8715,0.5992,0.8615,1.1954,1.5739,1.8116,0.008337,0.002564,0,0
LOT-010,L010-P095,11.4093,11.6797,11.8623,11.9879,10.8715,0.5992,0.8975,1.3488,1.6535,1.8632,0.011267,0.00214,0,0
LOT-010,L010-P096,10.0065,10.1479,10.3896,10.6139,10.8715,0.5992,-1.4436,-1.2076,-0.8042,-0.4299,0.005892,0.003236,0,0
LOT-010,L010-P097,10.6953,10.8969,11.1903,11.3394,10.8715,0.5992,-0.2941,0.0424,0.532,0.7809,0.0084,0.003073,0,0
LOT-010,L010-P098,10.9472,11.0897,11.2404,11.2958,10.8715,0.5992,0.1263,0.3642,0.6157,0.7081,0.005938,0.001431,0,0
LOT-010,L010-P099,10.6328,10.9122,11.1499,11.4087,10.8715,0.5992,-0.3984,0.0679,0.4646,0.8965,0.011642,0.003448,0,0
LOT-010,L010-P100,11.4439,11.6208,11.81,12.0692,10.8715,0.5992,0.9553,1.2505,1.5663,1.9988,0.007371,0.003114,0,0
LOT-011,L011-P001,8.7856,9.0272,9.2898,9.3721,9.0824,0.6406,-0.4633,-0.0862,0.3238,0.4522,0.010067,0.002395,0,0
LOT-011,L011-P002,9.5454,9.7344,10.0851,10.3369,9.0824,0.6406,0.7228,1.0178,1.5653,1.9583,0.007875,0.004184,0,0
LOT-011,L011-P003,44.2143,56.8099,74.2944,87.9553,9.0824,0.6406,54.8422,74.5044,101.7983,123.1235,0.524817,0.216287,1,1
LOT-011,L011-P004,10.1027,10.2842,10.4153,10.6103,9.0824,0.6406,1.5927,1.8761,2.0807,2.3851,0.007562,0.002265,0,0
LOT-011,L011-P005,9.1687,9.3392,9.4808,9.7166,9.0824,0.6406,0.1347,0.4009,0.6219,0.99,0.007104,0.002621,0,0
LOT-011,L011-P006,8.5758,8.7585,8.872,9.1421,9.0824,0.6406,-0.7908,-0.5056,-0.3284,0.0932,0.007613,0.002664,0,0
LOT-011,L011-P007,7.0968,7.287,7.4816,7.7198,9.0824,0.6406,-3.0996,-2.8027,-2.4989,-2.1271,0.007925,0.003006,0,0
LOT-011,L011-P008,8.5262,8.714,9.0744,9.2488,9.0824,0.6406,-0.8682,-0.5751,-0.0125,0.2598,0.007825,0.003714,0,0
LOT-011,L011-P009,9.4569,9.6073,9.8965,10.0304,9.0824,0.6406,0.5846,0.8194,1.2708,1.4799,0.006267,0.002938,0,0
LOT-011,L011-P010,8.1233,8.4057,8.5892,8.8614,9.0824,0.6406,-1.4972,-1.0564,-0.7699,-0.345,0.011767,0.003165,0,0
LOT-011,L011-P011,9.5828,9.6855,9.9616,10.2639,9.0824,0.6406,0.7811,0.9415,1.3725,1.8444,0.004279,0.004017,0,0
LOT-011,L011-P012,8.3245,8.4843,8.8373,9.1169,9.0824,0.6406,-1.1831,-0.9337,-0.3826,0.0539,0.006658,0.004393,0,0
LOT-011,L011-P013,9.954,10.1362,10.3885,10.6622,9.0824,0.6406,1.3606,1.645,2.0389,2.4661,0.007592,0.003653,0,0
LOT-011,L011-P014,7.596,7.8386,8.0862,8.4064,9.0824,0.6406,-2.3203,-1.9416,-1.5551,-1.0553,0.010108,0.003943,0,0
LOT-011,L011-P015,9.8567,10.034,10.2501,10.5667,9.0824,0.6406,1.2087,1.4855,1.8228,2.317,0.007388,0.003699,0,0
LOT-011,L011-P016,10.8474,11.0029,11.326,11.461,9.0824,0.6406,2.7552,2.998,3.5023,3.7131,0.006479,0.003181,0,0
LOT-011,L011-P017,8.6127,8.7679,8.9295,9.0774,9.0824,0.6406,-0.7332,-0.4909,-0.2387,-0.0078,0.006467,0.002149,0,0
LOT-011,L011-P018,9.3938,9.4179,9.4629,9.7368,9.0824,0.6406,0.4861,0.5237,0.594,1.0215,0.001004,0.002215,0,0
LOT-011,L011-P019,9.0189,9.229,9.3929,9.5118,9.0824,0.6406,-0.0991,0.2288,0.4847,0.6703,0.008754,0.001964,0,0
LOT-011,L011-P020,8.609,8.8412,9.2339,9.392,9.0824,0.6406,-0.739,-0.3765,0.2365,0.4833,0.009675,0.003825,0,0
LOT-011,L011-P021,8.1927,8.3967,8.6112,8.8527,9.0824,0.6406,-1.3889,-1.0704,-0.7356,-0.3586,0.0085,0.003167,0,0
LOT-011,L011-P022,9.9283,10.0383,10.3511,10.5231,9.0824,0.6406,1.3205,1.4922,1.9805,2.249,0.004583,0.003367,0,0
LOT-011,L011-P023,9.0639,9.1377,9.4557,9.6358,9.0824,0.6406,-0.0289,0.0863,0.5827,0.8639,0.003075,0.003459,0,0
LOT-011,L011-P024,9.674,9.7699,10.1068,10.1882,9.0824,0.6406,0.9235,1.0732,1.5991,1.7262,0.003996,0.002905,0,0
LOT-011,L011-P025,9.1148,10.2148,13.0174,17.0137,9.0824,0.6406,0.0506,1.7677,6.1427,12.381,0.045833,0.047215,0,1
LOT-011,L011-P026,10.0368,10.2366,10.6467,10.8269,9.0824,0.6406,1.4899,1.8017,2.4419,2.7232,0.008325,0.004099,0,0
LOT-011,L011-P027,8.5175,8.7908,9.0939,9.076,9.0824,0.6406,-0.8818,-0.4552,0.018,-0.01,0.011388,0.001981,0,0
LOT-011,L011-P028,8.7432,8.9469,9.2362,9.4409,9.0824,0.6406,-0.5295,-0.2115,0.2401,0.5596,0.008487,0.003431,0,0
LOT-011,L011-P029,8.2634,8.4859,8.7508,9.069,9.0824,0.6406,-1.2785,-0.9312,-0.5176,-0.0209,0.009271,0.004049,0,0
LOT-011,L011-P030,10.5837,11.4467,14.3213,17.435,9.0824,0.6406,2.3436,3.6908,8.1781,13.0387,0.035958,0.041585,0,1
LOT-011,L011-P031,8.6486,8.8618,9.0842,9.3111,9.0824,0.6406,-0.6772,-0.3444,0.0028,0.357,0.008883,0.00312,0,0
LOT-011,L011-P032,8.6423,8.7143,8.9567,8.9882,9.0824,0.6406,-0.687,-0.5746,-0.1962,-0.147,0.003,0.001902,0,0
LOT-011,L011-P033,8.7402,8.9322,9.1867,9.5124,9.0824,0.6406,-0.5342,-0.2345,0.1628,0.6712,0.008,0.004029,0,0
LOT-011,L011-P034,8.2851,8.4838,8.673,8.7715,9.0824,0.6406,-1.2446,-0.9344,-0.6391,-0.4853,0.008279,0.001998,0,0
LOT-011,L011-P035,8.8805,9.0414,9.3498,9.6112,9.0824,0.6406,-0.3152,-0.064,0.4174,0.8255,0.006704,0.003957,0,0
LOT-011,L011-P036,9.719,10.0089,10.1737,10.4212,9.0824,0.6406,0.9938,1.4463,1.7036,2.0899,0.012079,0.002863,0,0
LOT-011,L011-P037,8.8103,9.0303,9.3004,9.4582,9.0824,0.6406,-0.4248,-0.0813,0.3403,0.5866,0.009167,0.002972,0,0
LOT-011,L011-P038,9.2281,9.459,9.6268,9.7049,9.0824,0.6406,0.2274,0.5879,0.8498,0.9717,0.009621,0.001708,0,0
LOT-011,L011-P039,9.0791,9.2065,9.4311,9.5344,9.0824,0.6406,-0.0052,0.1937,0.5443,0.7056,0.005308,0.002277,0,0
LOT-011,L011-P040,9.5122,9.7405,9.9513,10.0495,9.0824,0.6406,0.6709,1.0273,1.3564,1.5097,0.009513,0.002146,0,0
LOT-011,L011-P041,9.3264,9.4708,9.6307,9.891,9.0824,0.6406,0.3809,0.6063,0.8559,1.2623,0.006017,0.002918,0,0
LOT-011,L011-P042,9.254,9.3681,9.5663,9.8988,9.0824,0.6406,0.2679,0.446,0.7554,1.2744,0.004754,0.003685,0,0
LOT-011,L011-P043,9.1546,9.4031,9.6109,9.6978,9.0824,0.6406,0.1127,0.5006,0.825,0.9607,0.010354,0.002047,0,0
LOT-011,L011-P044,9.9479,10.2313,10.6477,10.8782,9.0824,0.6406,1.3511,1.7935,2.4435,2.8033,0.011808,0.004492,0,0
LOT-011,L011-P045,8.3534,8.5625,8.8778,9.166,9.0824,0.6406,-1.138,-0.8116,-0.3194,0.1305,0.008712,0.004191,0,0
LOT-011,L011-P046,8.2557,9.3931,11.9293,16.3305,9.0824,0.6406,-1.2905,0.485,4.4441,11.3145,0.047392,0.048176,0,1
LOT-011,L011-P047,8.9906,9.2934,9.6556,9.8096,9.0824,0.6406,-0.1433,0.3294,0.8948,1.1352,0.012617,0.003585,0,0
LOT-011,L011-P048,9.4305,9.5958,9.8646,10.1035,9.0824,0.6406,0.5434,0.8014,1.221,1.594,0.006888,0.003526,0,0
LOT-011,L011-P049,9.0829,10.1859,13.9624,18.1874,9.0824,0.6406,0.0008,1.7226,7.6179,14.2132,0.045958,0.055566,0,1
LOT-011,L011-P050,9.1355,9.2572,9.682,9.986,9.0824,0.6406,0.0829,0.2729,0.936,1.4106,0.005071,0.005061,0,0
LOT-011,L011-P051,9.7382,9.886,10.1848,10.3392,9.0824,0.6406,1.0237,1.2544,1.7209,1.9619,0.006158,0.003147,0,0
LOT-011,L011-P052,9.5884,9.846,10.1287,10.1897,9.0824,0.6406,0.7899,1.192,1.6333,1.7285,0.010733,0.002387,0,0
LOT-011,L011-P053,9.3895,9.564,9.7005,9.8853,9.0824,0.6406,0.4794,0.7518,0.9649,1.2534,0.007271,0.002231,0,0
LOT-011,L011-P054,9.0034,9.2081,9.3925,9.569,9.0824,0.6406,-0.1233,0.1962,0.4841,0.7596,0.008529,0.002506,0,0
LOT-011,L011-P055,9.7447,9.8696,10.0469,9.9639,9.0824,0.6406,1.0339,1.2288,1.5056,1.3761,0.005204,0.000655,0,0
LOT-011,L011-P056,8.4364,8.4495,8.5523,8.6149,9.0824,0.6406,-1.0084,-0.988,-0.8275,-0.7298,0.000546,0.001149,0,0
LOT-011,L011-P057,8.7552,9.0265,9.4808,9.7098,9.0824,0.6406,-0.5108,-0.0873,0.6219,0.9794,0.011304,0.004745,0,0
LOT-011,L011-P058,9.2661,9.4343,9.7408,10.1044,9.0824,0.6406,0.2868,0.5493,1.0278,1.5954,0.007008,0.004653,0,0
LOT-011,L011-P059,9.1363,9.2895,9.8409,10.1036,9.0824,0.6406,0.0841,0.3233,1.184,1.5941,0.006383,0.005653,0,0
LOT-011,L011-P060,9.0089,9.2342,9.4185,9.6136,9.0824,0.6406,-0.1147,0.237,0.5247,0.8292,0.009387,0.002635,0,0
LOT-011,L011-P061,9.2827,10.5914,13.5776,19.1843,9.0824,0.6406,0.3127,2.3556,7.0172,15.7694,0.054529,0.059673,0,1
LOT-011,L011-P062,10.2242,10.3905,10.5044,10.6063,9.0824,0.6406,1.7824,2.042,2.2198,2.3789,0.006929,0.001499,0,0
LOT-011,L011-P063,8.5505,8.8144,9.1132,9.2397,9.0824,0.6406,-0.8303,-0.4184,0.0481,0.2456,0.010996,0.002953,0,0
LOT-011,L011-P064,8.9917,9.1763,9.4548,9.5992,9.0824,0.6406,-0.1416,0.1466,0.5813,0.8067,0.007692,0.002937,0,0
LOT-011,L011-P065,9.0964,9.108,9.5622,9.7778,9.0824,0.6406,0.0219,0.04,0.749,1.0855,0.000483,0.004651,0,0
LOT-011,L011-P066,9.3375,10.6032,13.5837,18.228,9.0824,0.6406,0.3982,2.374,7.0267,14.2766,0.052737,0.05295,0,1
LOT-011,L011-P067,7.9125,8.1763,8.4277,8.5015,9.0824,0.6406,-1.8263,-1.4145,-1.022,-0.9068,0.010992,0.002258,0,0
LOT-011,L011-P068,8.2905,8.5709,8.894,9.1478,9.0824,0.6406,-1.2362,-0.7985,-0.2941,0.1021,0.011683,0.004006,0,0
LOT-011,L011-P069,9.2313,9.4835,9.6865,9.8895,9.0824,0.6406,0.2324,0.6261,0.943,1.2599,0.010508,0.002819,0,0
LOT-011,L011-P070,10.4822,10.6072,11.0196,11.2579,9.0824,0.6406,2.1851,2.3803,3.024,3.396,0.005208,0.004519,0,0
LOT-011,L011-P071,8.543,8.7336,9.1344,9.2824,9.0824,0.6406,-0.842,-0.5445,0.0812,0.3122,0.007942,0.003811,0,0
LOT-011,L011-P072,7.7535,7.9317,8.2939,8.4752,9.0824,0.6406,-2.0745,-1.7963,-1.2309,-0.9479,0.007425,0.003774,0,0
LOT-011,L011-P073,8.9404,9.1433,9.3607,9.6348,9.0824,0.6406,-0.2217,0.0951,0.4344,0.8623,0.008454,0.003413,0,0
LOT-011,L011-P074,9.5368,9.7184,9.9545,10.1121,9.0824,0.6406,0.7093,0.9928,1.3614,1.6074,0.007567,0.002734,0,0
LOT-011,L011-P075,8.2686,8.4135,8.4733,8.5483,9.0824,0.6406,-1.2704,-1.0442,-0.9508,-0.8337,0.006038,0.000936,0,0
LOT-011,L011-P076,9.1025,9.4111,9.6591,9.888,9.0824,0.6406,0.0314,0.5131,0.9002,1.2576,0.012858,0.003312,0,0
LOT-011,L011-P077,8.8023,9.7592,14.1544,19.8383,9.0824,0.6406,-0.4372,1.0565,7.9176,16.7904,0.039871,0.069994,0,1
LOT-011,L011-P078,8.0409,8.348,8.6631,9.0175,9.0824,0.6406,-1.6258,-1.1464,-0.6545,-0.1013,0.012796,0.004649,0,0
LOT-011,L011-P079,9.1371,9.2376,9.5012,9.7097,9.0824,0.6406,0.0854,0.2423,0.6538,0.9792,0.004188,0.003278,0,0
LOT-011,L011-P080,8.3974,8.5843,8.7919,9.0411,9.0824,0.6406,-1.0693,-0.7776,-0.4535,-0.0645,0.007788,0.003172,0,0
LOT-011,L011-P081,9.1087,9.2955,9.4741,9.4921,9.0824,0.6406,0.0411,0.3327,0.6115,0.6396,0.007783,0.001365,0,0
LOT-011,L011-P082,8.6303,8.8464,8.9755,9.1256,9.0824,0.6406,-0.7057,-0.3684,-0.1669,0.0674,0.009004,0.001939,0,0
LOT-011,L011-P083,9.0166,9.2678,9.4056,9.5289,9.0824,0.6406,-0.1027,0.2894,0.5045,0.697,0.010467,0.001813,0,0
LOT-011,L011-P084,9.126,9.3625,9.7316,9.9799,9.0824,0.6406,0.0681,0.4372,1.0134,1.401,0.009854,0.004287,0,0
LOT-011,L011-P085,9.7622,9.9742,10.2444,10.3414,9.0824,0.6406,1.0612,1.3921,1.8139,1.9653,0.008833,0.00255,0,0
LOT-011,L011-P086,9.1119,9.3117,9.4621,9.896,9.0824,0.6406,0.0461,0.3579,0.5927,1.2701,0.008325,0.004058,0,0
LOT-011,L011-P087,38.3123,51.2256,75.4831,96.3062,9.0824,0.6406,45.6289,65.7871,103.6539,136.1595,0.538054,0.31306,1,1
LOT-011,L011-P088,8.8684,9.1083,9.5132,9.6398,9.0824,0.6406,-0.3341,0.0404,0.6725,0.8701,0.009996,0.003691,0,0
LOT-011,L011-P089,8.0211,8.1805,8.4235,8.6925,9.0824,0.6406,-1.6567,-1.4079,-1.0286,-0.6086,0.006642,0.003556,0,0
LOT-011,L011-P090,8.6445,8.8204,8.9875,9.2463,9.0824,0.6406,-0.6836,-0.409,-0.1481,0.2559,0.007329,0.002958,0,0
LOT-011,L011-P091,9.5096,9.7245,10.0589,10.2981,9.0824,0.6406,0.6669,1.0023,1.5244,1.8978,0.008954,0.003983,0,0
LOT-011,L011-P092,9.373,9.5996,9.8045,9.96,9.0824,0.6406,0.4536,0.8074,1.1272,1.37,0.009442,0.002503,0,0
LOT-011,L011-P093,8.7249,8.859,9.1626,9.466,9.0824,0.6406,-0.5581,-0.3487,0.1252,0.5988,0.005588,0.004215,0,0
LOT-011,L011-P094,8.8214,9.0652,9.1976,9.3873,9.0824,0.6406,-0.4074,-0.0268,0.1798,0.476,0.010158,0.002237,0,0
LOT-011,L011-P095,9.7166,9.938,10.1351,10.2482,9.0824,0.6406,0.99,1.3356,1.6433,1.8199,0.009225,0.002154,0,0
LOT-011,L011-P096,9.0754,9.162,9.4129,9.4199,9.0824,0.6406,-0.0109,0.1243,0.5159,0.5268,0.003608,0.001791,0,0
LOT-011,L011-P097,8.6504,8.8231,9.0747,9.3542,9.0824,0.6406,-0.6744,-0.4048,-0.012,0.4243,0.007196,0.003688,0,0
LOT-011,L011-P098,9.7061,9.8067,10.0014,10.0865,9.0824,0.6406,0.9736,1.1307,1.4346,1.5674,0.004192,0.001943,0,0
LOT-011,L011-P099,9.2464,9.4704,9.9006,9.9704,9.0824,0.6406,0.256,0.6057,1.2772,1.3862,0.009333,0.003472,0,0
LOT-011,L011-P100,7.8954,8.1122,8.3848,8.5061,9.0824,0.6406,-1.853,-1.5145,-1.089,-0.8996,0.009033,0.002735,0,0
LOT-012,L012-P001,9.1654,9.3159,9.5873,9.6955,9.9075,0.5322,-1.3944,-1.1116,-0.6017,-0.3983,0.006271,0.002636,0,0
LOT-012,L012-P002,10.8288,10.9906,11.3845,11.4954,9.9075,0.5322,1.7311,2.0351,2.7753,2.9837,0.006742,0.003506,0,0
LOT-012,L012-P003,9.0973,9.2096,9.5521,9.719,9.9075,0.5322,-1.5224,-1.3113,-0.6678,-0.3542,0.004679,0.003537,0,0
LOT-012,L012-P004,9.636,9.896,10.3897,10.4188,9.9075,0.5322,-0.5101,-0.0216,0.9061,0.9607,0.010833,0.003631,0,0
LOT-012,L012-P005,10.562,10.6599,10.9161,11.1269,9.9075,0.5322,1.2298,1.4138,1.8952,2.2912,0.004079,0.003243,0,0
LOT-012,L012-P006,9.3335,9.5743,9.7849,9.9075,9.9075,0.5322,-1.0785,-0.6261,-0.2304,0.0,0.010033,0.002314,0,0
LOT-012,L012-P007,10.339,11.2409,15.1979,18.8967,9.9075,0.5322,0.8108,2.5054,9.9406,16.8906,0.037579,0.053165,0,1
LOT-012,L012-P008,10.8574,11.0384,11.2659,11.3731,9.9075,0.5322,1.7849,2.125,2.5524,2.7539,0.007542,0.002324,0,0
LOT-012,L012-P009,10.6104,10.804,11.0983,11.251,9.9075,0.5322,1.3207,1.6845,2.2375,2.5244,0.008067,0.003104,0,0
LOT-012,L012-P010,10.8695,11.09,11.2344,11.4087,9.9075,0.5322,1.8076,2.2219,2.4932,2.8207,0.009187,0.002213,0,0
LOT-012,L012-P011,11.0849,11.2963,11.6139,11.787,9.9075,0.5322,2.2123,2.6095,3.2063,3.5316,0.008808,0.003408,0,0
LOT-012,L012-P012,9.8532,9.9658,10.2909,10.5564,9.9075,0.5322,-0.102,0.1095,0.7204,1.2193,0.004692,0.004101,0,0
LOT-012,L012-P013,9.7477,9.9685,10.3062,10.4865,9.9075,0.5322,-0.3003,0.1146,0.7492,1.0879,0.0092,0.003597,0,0
LOT-012,L012-P014,10.3436,10.5575,10.7109,10.857,9.9075,0.5322,0.8194,1.2213,1.5096,1.7841,0.008912,0.00208,0,0
LOT-012,L012-P015,9.0948,9.2345,9.403,9.5629,9.9075,0.5322,-1.5271,-1.2646,-0.948,-0.6475,0.005821,0.002281,0,0
LOT-012,L012-P016,9.0416,9.3834,9.7587,9.8808,9.9075,0.5322,-1.627,-0.9848,-0.2796,-0.0502,0.014242,0.003454,0,0
LOT-012,L012-P017,9.5003,9.7739,9.958,10.2043,9.9075,0.5322,-0.7651,-0.251,0.0949,0.5577,0.0114,0.002989,0,0
LOT-012,L012-P018,10.4887,10.6249,10.7413,11.0137,9.9075,0.5322,1.0921,1.348,1.5667,2.0785,0.005675,0.0027,0,0
LOT-012,L012-P019,11.0328,11.2428,11.5443,11.7066,9.9075,0.5322,2.1144,2.509,3.0755,3.3805,0.00875,0.003221,0,0
LOT-012,L012-P020,9.1249,9.2039,9.3763,9.5842,9.9075,0.5322,-1.4705,-1.3221,-0.9981,-0.6075,0.003292,0.002641,0,0
LOT-012,L012-P021,10.2679,10.3615,10.6392,10.975,9.9075,0.5322,0.6772,0.8531,1.3749,2.0058,0.0039,0.00426,0,0
LOT-012,L012-P022,9.2599,9.5489,9.7384,10.0295,9.9075,0.5322,-1.2168,-0.6738,-0.3177,0.2292,0.012042,0.003338,0,0
LOT-012,L012-P023,9.5419,9.8333,10.0448,10.058,9.9075,0.5322,-0.687,-0.1394,0.258,0.2828,0.012142,0.00156,0,0
LOT-012,L012-P024,9.9498,10.1906,10.5102,10.7381,9.9075,0.5322,0.0795,0.5319,1.1325,1.5607,0.010033,0.003802,0,0
LOT-012,L012-P025,10.3144,11.9381,16.1522,20.605,9.9075,0.5322,0.7646,3.8155,11.7337,20.1005,0.067654,0.060187,0,1
LOT-012,L012-P026,9.3857,10.6235,13.5849,17.6041,9.9075,0.5322,-0.9805,1.3454,6.9098,14.4619,0.051575,0.048476,0,1
LOT-012,L012-P027,10.9226,10.9877,11.2117,11.346,9.9075,0.5322,1.9074,2.0297,2.4506,2.7029,0.002713,0.002488,0,0
LOT-012,L012-P028,9.1039,10.8373,14.0265,17.5899,9.9075,0.5322,-1.51,1.7471,7.7396,14.4352,0.072225,0.046893,0,1
LOT-012,L012-P029,9.7901,10.0569,10.3279,10.5477,9.9075,0.5322,-0.2206,0.2807,0.7899,1.2029,0.011117,0.003408,0,0
LOT-012,L012-P030,9.9026,9.9539,10.1341,10.1526,9.9075,0.5322,-0.0092,0.0872,0.4258,0.4605,0.002138,0.00138,0,0
LOT-012,L012-P031,10.1933,10.9947,14.3939,20.3229,9.9075,0.5322,0.537,2.0428,8.4299,19.5705,0.033392,0.064779,0,1
LOT-012,L012-P032,9.4968,9.6369,9.8357,9.9555,9.9075,0.5322,-0.7717,-0.5085,-0.1349,0.0902,0.005838,0.002213,0,0
LOT-012,L012-P033,10.139,10.2946,10.4701,10.6371,9.9075,0.5322,0.435,0.7274,1.0571,1.3709,0.006483,0.002378,0,0
