component_id,lot_id,value_0h,value_24h,value_96h,value_168h,defect_type,is_defect
COMP_00770,Lot_C,9.659,9.966,10.442,10.758,Healthy,0
COMP_00771,Lot_A,9.535,9.941,10.241,10.643,Healthy,0
COMP_00772,Lot_C,12.781,13.053,13.517,13.862,Healthy,0
COMP_00773,Lot_A,8.892,10.243,17.876,35.81,Latent Defect,1
COMP_00774,Lot_B,10.504,10.737,11.078,11.462,Healthy,0
COMP_00775,Lot_C,8.509,8.718,9.284,9.567,Healthy,0
COMP_00776,Lot_A,6.976,7.247,7.626,7.958,Healthy,0
COMP_00777,Lot_A,7.916,8.324,8.587,9.22,Healthy,0
COMP_00778,Lot_C,9.648,9.913,10.294,10.582,Healthy,0
COMP_00779,Lot_C,9.294,9.592,9.872,10.259,Healthy,0
COMP_00780,Lot_B,10.597,10.869,11.421,11.643,Healthy,0
COMP_00781,Lot_B,13.747,14.001,14.643,14.907,Healthy,0
COMP_00782,Lot_B,16.098,16.156,16.567,16.747,Healthy,0
COMP_00783,Lot_A,9.981,10.21,10.639,11.034,Healthy,0
COMP_00784,Lot_A,8.496,8.699,8.998,9.365,Healthy,0
COMP_00785,Lot_A,8.803,9.109,9.788,9.921,Healthy,0
COMP_00786,Lot_C,9.939,11.377,20.691,32.845,Latent Defect,1
COMP_00787,Lot_B,11.58,11.856,12.341,12.758,Healthy,0
COMP_00788,Lot_B,12.141,12.412,12.748,13.124,Healthy,0
COMP_00789,Lot_B,13.059,14.094,25.932,39.668,Latent Defect,1
COMP_00790,Lot_C,9.873,10.055,10.725,11.135,Healthy,0
COMP_00791,Lot_A,7.981,8.208,8.882,9.137,Healthy,0
COMP_00792,Lot_B,11.059,11.332,11.82,12.237,Healthy,0
COMP_00793,Lot_B,13.74,14.132,14.375,14.605,Healthy,0
COMP_00794,Lot_B,13.728,13.89,14.165,14.702,Healthy,0
COMP_00795,Lot_A,7.204,7.426,7.869,8.35,Healthy,0
COMP_00796,Lot_C,8.318,8.601,8.944,9.357,Healthy,0
COMP_00797,Lot_C,9.184,9.56,9.902,10.005,Healthy,0
COMP_00798,Lot_B,12.132,12.361,12.941,13.165,Healthy,0
COMP_00799,Lot_B,11.637,11.964,12.249,12.581,Healthy,0
COMP_00800,Lot_C,9.857,10.125,10.485,10.742,Healthy,0
COMP_00801,Lot_C,10.301,10.48,10.767,11.239,Healthy,0
COMP_00802,Lot_A,8.89,9.282,9.826,10.049,Healthy,0
COMP_00803,Lot_B,13.106,13.275,13.527,13.832,Healthy,0
COMP_00804,Lot_B,14.08,14.352,14.635,14.937,Healthy,0
COMP_00805,Lot_B,12.843,12.958,13.493,13.82,Healthy,0
COMP_00806,Lot_C,8.748,8.883,9.465,9.777,Healthy,0
COMP_00807,Lot_C,11.071,11.447,12.02,12.316,Healthy,0
COMP_00808,Lot_C,7.752,8.027,8.728,9.074,Healthy,0
COMP_00809,Lot_B,10.811,11.007,11.435,11.675,Healthy,0
COMP_00810,Lot_A,6.449,7.629,15.952,38.384,Latent Defect,1
COMP_00811,Lot_C,10.091,10.378,10.814,11.174,Healthy,0
COMP_00812,Lot_C,8.513,8.68,9.26,9.631,Healthy,0
COMP_00813,Lot_A,8.181,8.47,8.981,9.53,Healthy,0
COMP_00814,Lot_C,10.147,10.312,10.748,11.159,Healthy,0
COMP_00815,Lot_C,10.896,11.017,11.497,11.758,Healthy,0
COMP_00816,Lot_B,12.377,12.694,13.234,13.516,Healthy,0
COMP_00817,Lot_B,12.826,13.033,13.83,14.208,Healthy,0
COMP_00818,Lot_B,12.077,12.432,13.045,13.574,Healthy,0
COMP_00819,Lot_A,10.17,10.477,10.885,11.215,Healthy,0
COMP_00820,Lot_A,8.266,8.484,9.083,9.433,Healthy,0
COMP_00821,Lot_C,10.874,11.178,11.497,11.675,Healthy,0
COMP_00822,Lot_A,7.511,7.727,8.193,8.478,Healthy,0
COMP_00823,Lot_A,9.062,9.27,9.751,10.113,Healthy,0
COMP_00824,Lot_B,14.908,15.08,15.795,16.085,Healthy,0
COMP_00825,Lot_B,11.526,11.759,12.597,13.037,Healthy,0
COMP_00826,Lot_C,10.543,10.856,11.214,11.597,Healthy,0
COMP_00827,Lot_A,8.502,8.897,9.334,9.646,Healthy,0
COMP_00828,Lot_A,7.568,7.829,8.315,8.544,Healthy,0
COMP_00829,Lot_C,10.408,11.654,22.675,43.706,Latent Defect,1
COMP_00830,Lot_B,13.104,13.271,13.621,14.147,Healthy,0
COMP_00831,Lot_A,8.632,9.022,9.532,9.957,Healthy,0
COMP_00832,Lot_B,14.033,14.185,14.672,14.898,Healthy,0
COMP_00833,Lot_A,8.272,9.6,17.562,36.96,Latent Defect,1
COMP_00834,Lot_A,7.301,7.643,8.013,8.26,Healthy,0
COMP_00835,Lot_B,11.421,11.625,11.846,12.141,Healthy,0
COMP_00836,Lot_B,14.209,14.444,14.753,15.126,Healthy,0
COMP_00837,Lot_C,10.124,10.531,11.076,11.456,Healthy,0
COMP_00838,Lot_B,13.996,14.235,14.676,15.192,Healthy,0
COMP_00839,Lot_B,11.201,11.528,11.965,12.286,Healthy,0
COMP_00840,Lot_B,12.392,12.654,13.099,13.407,Healthy,0
COMP_00841,Lot_A,7.938,8.035,8.399,8.697,Healthy,0
COMP_00842,Lot_B,13.166,13.573,13.949,14.197,Healthy,0
COMP_00843,Lot_A,7.928,8.191,8.711,9.134,Healthy,0
COMP_00844,Lot_C,10.745,11.072,11.489,12.044,Healthy,0
COMP_00845,Lot_A,8.216,8.475,9.08,9.487,Healthy,0
COMP_00846,Lot_B,10.535,10.786,11.339,11.555,Healthy,0
COMP_00847,Lot_A,9.101,9.382,9.974,10.255,Healthy,0
COMP_00848,Lot_C,10.896,11.159,11.821,12.45,Healthy,0
COMP_00849,Lot_B,14.692,14.981,15.709,16.119,Healthy,0
COMP_00850,Lot_B,12.001,12.248,12.79,13.222,Healthy,0
COMP_00851,Lot_A,7.6,7.762,8.171,8.575,Healthy,0
COMP_00852,Lot_C,10.596,10.858,11.207,11.731,Healthy,0
COMP_00853,Lot_A,7.642,7.997,8.535,9.013,Healthy,0
COMP_00854,Lot_C,9.6,10.771,20.354,37.163,Latent Defect,1
COMP_00855,Lot_A,8.68,9.057,9.351,9.635,Healthy,0
COMP_00856,Lot_A,7.887,8.13,8.564,8.991,Healthy,0
COMP_00857,Lot_A,8.527,8.801,9.299,9.674,Healthy,0
COMP_00858,Lot_B,13.774,14.014,14.661,15.266,Healthy,0
COMP_00859,Lot_B,13.777,14.045,14.57,14.81,Healthy,0
COMP_00860,Lot_A,8.644,8.836,9.347,9.624,Healthy,0
COMP_00861,Lot_C,9.69,9.79,10.099,10.485,Healthy,0
COMP_00862,Lot_B,12.044,13.457,21.526,40.659,Latent Defect,1
COMP_00863,Lot_B,12.162,12.443,12.709,13.013,Healthy,0
COMP_00864,Lot_B,12.069,12.39,12.895,13.122,Healthy,0
COMP_00865,Lot_B,12.777,12.965,13.529,14.006,Healthy,0
COMP_00866,Lot_B,11.414,11.73,12.082,12.406,Healthy,0
COMP_00867,Lot_A,8.526,8.921,9.251,9.684,Healthy,0
COMP_00868,Lot_A,7.563,8.515,18.057,36.112,Latent Defect,1
COMP_00869,Lot_C,7.451,7.794,7.987,8.322,Healthy,0
COMP_00870,Lot_C,11.195,11.622,12.028,12.235,Healthy,0
COMP_00871,Lot_B,14.42,14.739,15.13,15.419,Healthy,0
COMP_00872,Lot_A,7.926,8.149,8.636,8.93,Healthy,0
COMP_00873,Lot_B,12.516,12.818,13.09,13.402,Healthy,0
COMP_00874,Lot_B,11.156,11.415,11.632,12.071,Healthy,0
COMP_00875,Lot_A,7.448,7.556,7.963,8.484,Healthy,0
COMP_00876,Lot_A,9.069,9.165,9.454,9.764,Healthy,0
COMP_00877,Lot_C,12.015,12.189,12.528,13.03,Healthy,0
COMP_00878,Lot_B,13.214,13.549,13.911,14.251,Healthy,0
COMP_00879,Lot_A,9.553,9.791,10.376,10.764,Healthy,0
COMP_00880,Lot_A,7.668,22.619,62.526,127.882,Gross Failure,1
COMP_00881,Lot_A,8.468,8.566,8.801,8.993,Healthy,0
COMP_00882,Lot_B,12.439,12.658,12.931,13.384,Healthy,0
COMP_00883,Lot_A,7.489,7.629,8.09,8.537,Healthy,0
COMP_00884,Lot_A,10.144,11.46,23.33,38.3,Latent Defect,1
COMP_00885,Lot_C,11.944,12.771,21.516,40.917,Latent Defect,1
COMP_00886,Lot_A,7.216,7.392,7.711,8.03,Healthy,0
COMP_00887,Lot_B,14.564,14.815,15.21,15.271,Healthy,0
COMP_00888,Lot_A,8.873,9.187,9.433,9.776,Healthy,0
COMP_00889,Lot_A,8.654,8.982,9.345,9.607,Healthy,0
COMP_00890,Lot_A,8.135,8.488,9.063,9.411,Healthy,0
COMP_00891,Lot_C,10.918,10.978,11.523,11.761,Healthy,0
COMP_00892,Lot_C,11.59,11.755,12.103,12.509,Healthy,0
COMP_00893,Lot_C,10.593,10.807,11.302,11.701,Healthy,0
COMP_00894,Lot_B,13.432,13.65,14.161,14.651,Healthy,0
COMP_00895,Lot_B,11.652,11.835,12.288,12.532,Healthy,0
COMP_00896,Lot_A,7.057,7.395,7.577,7.887,Healthy,0
COMP_00897,Lot_A,9.107,9.378,9.782,10.022,Healthy,0
COMP_00898,Lot_C,10.309,10.48,10.962,11.326,Healthy,0
COMP_00899,Lot_A,8.621,8.82,9.514,9.9,Healthy,0
COMP_00900,Lot_A,8.277,8.548,8.905,9.217,Healthy,0
COMP_00901,Lot_A,10.414,11.46,20.843,37.703,Latent Defect,1
COMP_00902,Lot_A,7.668,7.952,8.406,8.847,Healthy,0
COMP_00903,Lot_A,9.148,10.529,18.651,38.254,Latent Defect,1
COMP_00904,Lot_B,13.732,14.728,23.75,38.109,Latent Defect,1
COMP_00905,Lot_B,13.737,14.04,14.661,14.989,Healthy,0
COMP_00906,Lot_C,10.406,10.735,11.095,11.354,Healthy,0
COMP_00907,Lot_C,9.349,9.571,9.917,10.199,Healthy,0
COMP_00908,Lot_A,9.205,9.447,9.934,10.229,Healthy,0
COMP_00909,Lot_A,8.007,8.28,8.745,9.173,Healthy,0
COMP_00910,Lot_B,14.432,15.493,26.285,41.586,Latent Defect,1
COMP_00911,Lot_B,15.281,15.468,16.001,16.242,Healthy,0
COMP_00912,Lot_A,8.378,8.752,9.104,9.674,Healthy,0
COMP_00913,Lot_B,12.994,13.322,13.821,14.216,Healthy,0
COMP_00914,Lot_B,11.431,12.537,23.831,40.97,Latent Defect,1
COMP_00915,Lot_B,13.153,13.279,13.664,14.127,Healthy,0
COMP_00916,Lot_B,11.589,11.896,12.368,12.694,Healthy,0
COMP_00917,Lot_A,8.276,8.487,8.889,9.332,Healthy,0
COMP_00918,Lot_C,9.611,10.006,10.492,10.784,Healthy,0
COMP_00919,Lot_C,10.876,11.176,11.427,11.674,Healthy,0
COMP_00920,Lot_A,8.408,8.531,9.232,9.664,Healthy,0
COMP_00921,Lot_C,9.988,10.211,10.589,10.742,Healthy,0
COMP_00922,Lot_B,11.094,11.496,12.135,12.427,Healthy,0
COMP_00923,Lot_C,10.817,11.108,11.633,11.84,Healthy,0
COMP_00924,Lot_C,8.373,8.717,8.93,9.265,Healthy,0
COMP_00925,Lot_B,12.596,13.703,23.675,39.981,Latent Defect,1
COMP_00926,Lot_A,8.817,9.078,9.78,9.991,Healthy,0
COMP_00927,Lot_A,8.523,9.81,18.925,33.582,Latent Defect,1
COMP_00928,Lot_B,14.383,14.66,14.958,15.352,Healthy,0
COMP_00929,Lot_B,14.872,15.119,15.569,16.075,Healthy,0
COMP_00930,Lot_A,7.724,9.269,20.229,35.918,Latent Defect,1
COMP_00931,Lot_A,7.965,8.173,8.403,8.779,Healthy,0
COMP_00932,Lot_C,9.209,9.483,9.778,10.22,Healthy,0
COMP_00933,Lot_C,10.664,10.857,11.351,11.709,Healthy,0
COMP_00934,Lot_B,14.631,14.798,15.23,15.516,Healthy,0
COMP_00935,Lot_A,8.536,8.829,9.2,9.514,Healthy,0
COMP_00936,Lot_A,9.273,9.631,10.141,10.477,Healthy,0
COMP_00937,Lot_A,8.314,8.607,9.085,9.27,Healthy,0
COMP_00938,Lot_C,10.515,10.696,10.976,11.159,Healthy,0
COMP_00939,Lot_A,8.327,8.496,8.667,8.981,Healthy,0
COMP_00940,Lot_B,12.46,12.698,13.073,13.606,Healthy,0
COMP_00941,Lot_A,8.914,9.124,9.566,10.058,Healthy,0
COMP_00942,Lot_B,14.052,14.191,14.524,14.795,Healthy,0
COMP_00943,Lot_B,12.516,12.719,13.173,13.596,Healthy,0
COMP_00944,Lot_C,10.812,11.036,11.29,11.536,Healthy,0
COMP_00945,Lot_A,8.084,8.235,8.821,9.054,Healthy,0
COMP_00946,Lot_A,8.994,9.109,9.638,9.974,Healthy,0
COMP_00947,Lot_A,9.71,9.869,10.252,10.565,Healthy,0
COMP_00948,Lot_C,9.863,10.085,10.496,10.812,Healthy,0
COMP_00949,Lot_C,8.136,8.465,9.259,9.639,Healthy,0
COMP_00950,Lot_B,11.751,11.918,12.441,12.83,Healthy,0
COMP_00951,Lot_B,12.687,12.998,13.2,13.625,Healthy,0
COMP_00952,Lot_B,13.262,13.432,13.71,14.072,Healthy,0
COMP_00953,Lot_A,9.626,9.858,10.205,10.574,Healthy,0
COMP_00954,Lot_C,11.639,11.923,12.438,12.91,Healthy,0
COMP_00955,Lot_B,13.52,13.707,13.948,14.206,Healthy,0
COMP_00956,Lot_B,11.785,12.088,12.633,13.001,Healthy,0
COMP_00957,Lot_B,11.604,11.997,12.397,12.808,Healthy,0
COMP_00958,Lot_A,8.539,8.806,9.324,9.605,Healthy,0
COMP_00959,Lot_A,9.544,9.668,9.993,10.473,Healthy,0
COMP_00960,Lot_C,10.531,10.984,11.442,11.962,Healthy,0
COMP_00961,Lot_A,7.014,7.151,7.708,7.884,Healthy,0
COMP_00962,Lot_B,12.783,13.126,13.636,13.988,Healthy,0
COMP_00963,Lot_A,8.141,8.407,8.926,9.21,Healthy,0
COMP_00964,Lot_B,13.409,13.745,14.168,14.525,Healthy,0
COMP_00965,Lot_A,8.887,9.181,9.737,9.985,Healthy,0
COMP_00966,Lot_B,12.418,12.629,12.97,13.141,Healthy,0
COMP_00967,Lot_C,7.071,7.417,7.68,8.187,Healthy,0
COMP_00968,Lot_A,9.092,9.309,9.833,10.226,Healthy,0
COMP_00969,Lot_B,11.788,12.037,12.369,12.785,Healthy,0
COMP_00970,Lot_B,12.213,12.456,12.889,13.251,Healthy,0
COMP_00971,Lot_B,14.829,15.06,15.656,16.054,Healthy,0
COMP_00972,Lot_C,11.277,11.499,12.033,12.377,Healthy,0
COMP_00973,Lot_C,7.31,7.472,7.992,8.394,Healthy,0
COMP_00974,Lot_A,7.464,7.732,8.242,8.589,Healthy,0
COMP_00975,Lot_A,9.083,9.38,9.826,10.125,Healthy,0
COMP_00976,Lot_A,9.334,9.621,9.905,10.277,Healthy,0
COMP_00977,Lot_B,11.734,11.907,12.278,12.633,Healthy,0
COMP_00978,Lot_A,8.8,9.017,9.423,9.723,Healthy,0
COMP_00979,Lot_B,14.152,14.174,14.587,15.091,Healthy,0
COMP_00980,Lot_B,13.569,13.92,14.126,14.352,Healthy,0
COMP_00981,Lot_A,8.911,9.285,9.598,9.91,Healthy,0
COMP_00982,Lot_C,10.361,10.495,11.008,11.09,Healthy,0
COMP_00983,Lot_A,8.894,9.895,18.723,38.353,Latent Defect,1
COMP_00984,Lot_A,8.858,10.056,21.01,34.759,Latent Defect,1
COMP_00985,Lot_C,10.184,10.371,10.931,11.35,Healthy,0
COMP_00986,Lot_B,13.796,15.325,26.514,44.121,Latent Defect,1
COMP_00987,Lot_B,12.999,14.319,24.023,43.786,Latent Defect,1
COMP_00988,Lot_B,10.547,31.189,66.494,113.514,Gross Failure,1
COMP_00989,Lot_A,7.769,7.849,8.168,8.504,Healthy,0
COMP_00990,Lot_C,11.363,11.646,12.124,12.361,Healthy,0
COMP_00991,Lot_C,9.258,9.448,9.813,10.128,Healthy,0
COMP_00992,Lot_B,12.696,12.919,13.289,13.652,Healthy,0
COMP_00993,Lot_A,8.248,8.371,8.825,9.163,Healthy,0
COMP_00994,Lot_B,11.262,11.465,11.987,12.223,Healthy,0
COMP_00995,Lot_B,11.634,11.858,12.382,12.913,Healthy,0
COMP_00996,Lot_A,9.027,9.364,9.856,10.137,Healthy,0
COMP_00997,Lot_C,10.587,10.83,11.325,11.58,Healthy,0
COMP_00998,Lot_A,8.873,10.049,19.896,37.683,Latent Defect,1
COMP_00999,Lot_C,9.751,10.039,10.441,10.632,Healthy,0
COMP_01000,Lot_B,10.939,11.203,11.6,11.777,Healthy,0
COMP_01001,Lot_A,8.585,8.828,9.218,9.592,Healthy,0
COMP_01002,Lot_B,14.447,14.799,15.267,15.608,Healthy,0
COMP_01003,Lot_C,10.142,10.417,10.834,11.202,Healthy,0
COMP_01004,Lot_C,8.584,8.84,9.347,9.648,Healthy,0
COMP_01005,Lot_C,9.914,10.075,10.375,10.746,Healthy,0
COMP_01006,Lot_B,12.197,12.305,12.622,12.875,Healthy,0
COMP_01007,Lot_B,13.852,14.116,14.462,14.753,Healthy,0
COMP_01008,Lot_C,11.181,12.568,20.391,41.3,Latent Defect,1
COMP_01009,Lot_A,8.435,25.834,60.018,129.504,Gross Failure,1
COMP_01010,Lot_B,11.724,11.954,12.55,12.661,Healthy,0
COMP_01011,Lot_A,8.463,8.682,9.214,9.671,Healthy,0
COMP_01012,Lot_C,10.657,11.905,21.466,38.61,Latent Defect,1
COMP_01013,Lot_C,10.189,10.556,10.906,11.216,Healthy,0
COMP_01014,Lot_A,8.44,8.77,9.246,9.695,Healthy,0
COMP_01015,Lot_C,10.931,11.228,11.55,12.066,Healthy,0
COMP_01016,Lot_C,11.271,12.484,19.911,34.01,Latent Defect,1
COMP_01017,Lot_A,8.703,8.897,9.141,9.333,Healthy,0
COMP_01018,Lot_B,12.483,12.749,13.367,13.766,Healthy,0
COMP_01019,Lot_C,9.657,9.937,10.422,10.846,Healthy,0
COMP_01020,Lot_A,8.468,8.801,9.35,9.708,Healthy,0
COMP_01021,Lot_B,12.869,13.192,13.557,13.756,Healthy,0
COMP_01022,Lot_A,7.29,8.331,18.82,35.763,Latent Defect,1
COMP_01023,Lot_C,10.184,11.285,20.054,35.49,Latent Defect,1
COMP_01024,Lot_C,9.917,10.153,10.653,11.032,Healthy,0
COMP_01025,Lot_C,9.823,9.952,10.531,10.872,Healthy,0
COMP_01026,Lot_B,13.088,13.466,14.025,14.419,Healthy,0
COMP_01027,Lot_C,9.998,10.247,10.726,11.116,Healthy,0
COMP_01028,Lot_C,11.54,11.988,12.473,12.608,Healthy,0
COMP_01029,Lot_A,7.739,8.134,8.67,9.062,Healthy,0
COMP_01030,Lot_C,9.85,10.005,10.656,10.924,Healthy,0
COMP_01031,Lot_A,9.083,9.229,9.654,10.103,Healthy,0
COMP_01032,Lot_B,12.725,12.946,13.397,13.614,Healthy,0
COMP_01033,Lot_A,7.281,7.588,7.987,8.408,Healthy,0
COMP_01034,Lot_A,9.395,9.74,9.996,10.276,Healthy,0
COMP_01035,Lot_A,8.93,9.224,9.944,10.203,Healthy,0
COMP_01036,Lot_B,14.285,14.565,14.818,15.113,Healthy,0
COMP_01037,Lot_A,8.71,8.824,9.025,9.199,Healthy,0
COMP_01038,Lot_C,10.233,10.444,10.82,11.111,Healthy,0
COMP_01039,Lot_A,7.361,7.574,7.806,8.275,Healthy,0
COMP_01040,Lot_A,9.854,9.918,10.311,10.621,Healthy,0
COMP_01041,Lot_B,12.808,13.138,13.532,13.873,Healthy,0
COMP_01042,Lot_C,12.681,12.922,13.584,13.984,Healthy,0
COMP_01043,Lot_A,8.057,8.249,8.699,8.936,Healthy,0
COMP_01044,Lot_B,12.05,12.266,12.751,13.284,Healthy,0
COMP_01045,Lot_C,9.564,9.85,10.105,10.561,Healthy,0
COMP_01046,Lot_B,11.106,11.42,11.86,12.198,Healthy,0
COMP_01047,Lot_A,8.26,8.406,8.706,9.14,Healthy,0
COMP_01048,Lot_A,8.51,8.735,9.238,9.598,Healthy,0
COMP_01049,Lot_C,9.286,9.733,10.272,10.635,Healthy,0
COMP_01050,Lot_A,8.089,8.415,8.771,9.034,Healthy,0
COMP_01051,Lot_C,11.524,11.776,12.135,12.485,Healthy,0
COMP_01052,Lot_B,13.935,14.235,14.802,15.027,Healthy,0
COMP_01053,Lot_C,10.854,11.09,11.551,12.022,Healthy,0
COMP_01054,Lot_C,10.632,10.911,11.122,11.468,Healthy,0
COMP_01055,Lot_C,9.294,9.601,10.17,10.489,Healthy,0
COMP_01056,Lot_B,12.266,12.641,13.018,13.249,Healthy,0
COMP_01057,Lot_C,9.251,10.34,18.548,38.661,Latent Defect,1
COMP_01058,Lot_B,10.582,10.762,11.206,11.577,Healthy,0
COMP_01059,Lot_B,14.861,15.235,15.493,15.652,Healthy,0
COMP_01060,Lot_B,13.027,13.224,13.531,13.882,Healthy,0
COMP_01061,Lot_C,10.208,10.391,10.766,11.039,Healthy,0
COMP_01062,Lot_C,9.63,9.923,10.244,10.53,Healthy,0
COMP_01063,Lot_C,9.641,10.839,20.753,43.859,Latent Defect,1
COMP_01064,Lot_B,13.629,13.927,14.345,14.597,Healthy,0
COMP_01065,Lot_B,12.419,13.477,23.565,37.437,Latent Defect,1
COMP_01066,Lot_C,10.533,10.774,11.312,11.59,Healthy,0
COMP_01067,Lot_A,7.779,7.996,8.395,8.825,Healthy,0
COMP_01068,Lot_A,9.137,9.54,9.93,9.946,Healthy,0
COMP_01069,Lot_B,12.55,12.818,13.354,13.734,Healthy,0
COMP_01070,Lot_A,8.103,8.49,8.816,9.139,Healthy,0
COMP_01071,Lot_A,7.636,8.84,20.723,38.371,Latent Defect,1
COMP_01072,Lot_A,8.392,8.506,8.922,9.387,Healthy,0
COMP_01073,Lot_A,8.3,8.524,9.107,9.426,Healthy,0
COMP_01074,Lot_A,9.534,9.681,10.212,10.727,Healthy,0
COMP_01075,Lot_C,10.907,11.008,11.381,11.707,Healthy,0
COMP_01076,Lot_B,14.111,14.254,14.582,14.772,Healthy,0
COMP_01077,Lot_B,12.092,12.241,12.883,13.169,Healthy,0
COMP_01078,Lot_B,13.76,14.011,14.462,14.753,Healthy,0
COMP_01079,Lot_A,9.116,9.378,9.84,10.131,Healthy,0
COMP_01080,Lot_C,9.613,9.91,10.388,10.75,Healthy,0
COMP_01081,Lot_C,9.321,9.727,10.119,10.466,Healthy,0
COMP_01082,Lot_A,8.35,8.757,9.172,9.484,Healthy,0
COMP_01083,Lot_B,13.13,13.325,13.788,14.375,Healthy,0
COMP_01084,Lot_C,10.27,10.541,10.905,11.426,Healthy,0
COMP_01085,Lot_C,11.745,12.063,12.592,12.918,Healthy,0
COMP_01086,Lot_B,13.43,13.614,13.929,14.13,Healthy,0
COMP_01087,Lot_B,13.452,14.376,23.127,40.974,Latent Defect,1
COMP_01088,Lot_A,9.296,9.5,10.084,10.527,Healthy,0
COMP_01089,Lot_C,9.036,9.376,9.792,10.092,Healthy,0
COMP_01090,Lot_A,8.277,8.526,8.926,9.192,Healthy,0
COMP_01091,Lot_C,9.324,9.585,10.016,10.418,Healthy,0
COMP_01092,Lot_B,13.058,13.314,13.835,14.327,Healthy,0
COMP_01093,Lot_B,14.605,14.962,15.517,16.075,Healthy,0
COMP_01094,Lot_B,13.482,13.758,14.477,14.554,Healthy,0
COMP_01095,Lot_A,8.329,8.679,9.247,9.853,Healthy,0
COMP_01096,Lot_A,8.586,8.802,9.212,9.593,Healthy,0
COMP_01097,Lot_A,9.797,10.178,10.621,10.997,Healthy,0
COMP_01098,Lot_A,8.011,8.22,8.796,9.306,Healthy,0
COMP_01099,Lot_C,9.372,9.642,10.063,10.499,Healthy,0
COMP_01100,Lot_B,12.573,12.669,13.239,13.559,Healthy,0
COMP_01101,Lot_A,8.34,8.625,9.118,9.513,Healthy,0
COMP_01102,Lot_C,8.533,8.828,9.049,9.476,Healthy,0
COMP_01103,Lot_C,11.007,11.147,11.636,12.092,Healthy,0
COMP_01104,Lot_C,9.596,9.9,10.016,10.475,Healthy,0
COMP_01105,Lot_C,10.027,10.256,10.824,11.347,Healthy,0
COMP_01106,Lot_A,8.889,9.267,9.531,9.947,Healthy,0
COMP_01107,Lot_B,12.855,13.042,13.26,13.671,Healthy,0
COMP_01108,Lot_C,10.788,11.145,11.736,12.009,Healthy,0
COMP_01109,Lot_B,14.42,14.781,15.2,15.553,Healthy,0
COMP_01110,Lot_A,7.753,8.121,8.39,8.793,Healthy,0
COMP_01111,Lot_C,9.463,9.624,9.849,10.178,Healthy,0
COMP_01112,Lot_A,7.488,7.743,8.405,8.775,Healthy,0
COMP_01113,Lot_A,10.098,11.101,18.68,34.112,Latent Defect,1
COMP_01114,Lot_B,12.928,36.097,62.787,127.744,Gross Failure,1
COMP_01115,Lot_B,12.23,12.462,12.761,13.199,Healthy,0
COMP_01116,Lot_B,12.952,13.289,13.76,13.917,Healthy,0
COMP_01117,Lot_A,9.377,9.466,9.692,9.95,Healthy,0
COMP_01118,Lot_C,9.187,9.548,9.978,10.452,Healthy,0
COMP_01119,Lot_A,8.046,8.321,8.828,9.248,Healthy,0
COMP_01120,Lot_A,8.128,8.348,8.762,8.947,Healthy,0
COMP_01121,Lot_C,9.924,11.048,21.418,39.646,Latent Defect,1
COMP_01122,Lot_C,11.203,12.417,21.073,39.218,Latent Defect,1
COMP_01123,Lot_C,10.652,10.76,11.124,11.405,Healthy,0
COMP_01124,Lot_C,10.37,10.662,11.124,11.226,Healthy,0
COMP_01125,Lot_B,11.183,11.414,11.804,12.154,Healthy,0
COMP_01126,Lot_B,12.484,12.856,13.031,13.411,Healthy,0
COMP_01127,Lot_A,9.162,9.469,10.013,10.456,Healthy,0
COMP_01128,Lot_B,12.336,12.498,12.703,13.017,Healthy,0
COMP_01129,Lot_B,12.145,12.488,12.903,13.15,Healthy,0
COMP_01130,Lot_A,7.549,7.958,8.406,8.677,Healthy,0
COMP_01131,Lot_C,10.112,10.513,10.917,11.335,Healthy,0
COMP_01132,Lot_B,14.305,14.404,14.777,15.233,Healthy,0
COMP_01133,Lot_A,7.941,8.224,8.583,8.888,Healthy,0
COMP_01134,Lot_A,8.046,8.347,8.821,9.181,Healthy,0
COMP_01135,Lot_B,15.758,16.147,16.36,16.665,Healthy,0
COMP_01136,Lot_A,10.441,10.645,11.346,11.653,Healthy,0
COMP_01137,Lot_C,9.789,10.108,10.548,10.947,Healthy,0
COMP_01138,Lot_B,14.732,15.043,15.51,16.027,Healthy,0
COMP_01139,Lot_B,13.964,14.156,14.843,15.258,Healthy,0
COMP_01140,Lot_B,12.765,12.853,13.138,13.658,Healthy,0
COMP_01141,Lot_C,11.566,11.823,12.06,12.301,Healthy,0
COMP_01142,Lot_A,7.201,7.318,8.011,8.567,Healthy,0
COMP_01143,Lot_B,11.767,12.016,12.312,12.661,Healthy,0
COMP_01144,Lot_B,14.803,15.14,15.687,16.017,Healthy,0
COMP_01145,Lot_A,9.51,9.811,10.31,10.648,Healthy,0
COMP_01146,Lot_C,10.287,10.56,10.945,11.217,Healthy,0
COMP_01147,Lot_C,9.103,9.278,9.706,10.02,Healthy,0
COMP_01148,Lot_B,12.317,12.512,12.997,13.484,Healthy,0
COMP_01149,Lot_C,9.99,10.234,10.572,10.9,Healthy,0
COMP_01150,Lot_C,11.071,11.404,11.97,12.414,Healthy,0
COMP_01151,Lot_C,10.393,10.675,11.155,11.463,Healthy,0
COMP_01152,Lot_C,10.075,10.343,10.869,11.229,Healthy,0
COMP_01153,Lot_B,15.316,15.469,16.009,16.355,Healthy,0
COMP_01154,Lot_B,13.002,13.187,13.76,14.175,Healthy,0
